loss,val_loss
0.19972295619242666,0.01272956095635891
0.016510673286730178,0.009730390273034573
0.011509077242399466,0.006454994902014732
0.00921643315537493,0.005852057132869959
0.007921430732140773,0.005317168775945902
0.007516843626091116,0.006758950185030699
0.006631697438647177,0.005137195345014334
0.006275187108609181,0.005233428440988064
0.005997219065674416,0.005802494008094072
0.00591671825309847,0.005346386227756739
0.005638077687459004,0.005976155400276184
0.005468133668350864,0.005574734881520271
0.005143093230454341,0.00517408037558198
0.0050796427789452665,0.005428269039839506
0.004661338266349844,0.005030872765928507
0.004640942175116111,0.005294454749673605
0.004382536138983973,0.005030587315559387
0.004281094239746187,0.005161821376532316
0.00427143049640304,0.006438527721911669
0.004144969448020309,0.005137740168720484
0.0035323513406873503,0.004972496535629034
0.0035336967391444637,0.0049583339132368565
0.0034578623246570746,0.005057420115917921
0.003455077288919851,0.0049081770703196526
0.003445343350214132,0.004902687389403582
0.0034421535561132053,0.004879989195615053
0.003359863745057813,0.00489586079493165
0.0033665492534710444,0.004941947758197784
0.0033734532680858072,0.0049270931631326675
0.0032945008891781752,0.004960611928254366
0.003324216804960316,0.004928160458803177
0.00333634744045447,0.004888895433396101
0.0031908291190921798,0.004891223274171352
0.0032063453687219976,0.00491101061925292
0.003315071654349747,0.004845945630222559
0.003232595196475819,0.004908610600978136
0.003138914687314387,0.004881871398538351
0.0033635255848649005,0.004864659160375595
0.003193578971234499,0.004924003500491381
0.003196856289244986,0.004880786873400211
0.0032002069939910866,0.004870777949690819
0.003217019123899102,0.004872501362115145
0.0032336747147959106,0.004877735860645771
0.003061979218292345,0.0048614866100251675
0.003132205892093532,0.004880378022789955
0.0031669247818087343,0.00487408135086298
